time,sensor_1,sensor_2,sensor_3
0.0015611410508333365,-1.3929063930207708,3.546687949895732e-57,-1.5920152399253233e-11
0.00159744665666667,-1.3501910581459706,5.126699764868578e-57,-1.5024037449825542e-11
0.0016337522625000035,-1.300064233283989,7.304672822458174e-57,-1.3638028440266908e-11
0.0016700578683333368,-1.2428683333521071,1.0281556275181416e-56,-1.1671602575853764e-11
0.0017063634741666701,-1.1789888597708496,1.4318819729792413e-56,-9.02354955484297e-12
0.0017426690800000037,-1.1088511950484745,1.9754546527665986e-56,-5.58130130896422e-12
0.0017789746858333372,-1.0329171500963616,2.7023097923910053e-56,-1.2203053209788792e-12
0.0018152802916666705,-0.9516812942280921,3.667887892605482e-56,4.1965387536723866e-12
0.0018515858975000038,-0.8656670990865101,4.942470103015843e-56,1.0819356321214731e-11
0.0018878915033333373,-0.7754229287554009,6.614512953902199e-56,1.881166271512135e-11
0.0019241971091666708,-0.6815179090411476,8.794498502039063e-56,2.835058581062584e-11
0.001960502715000004,-0.5845377093529431,1.1619278571922003e-55,3.962691257896887e-11
0.0019968083208333374,-0.4850802707684771,1.525682955209435e-55,5.2844921584227416e-11
0.002033113926666671,-0.3837515137486265,1.9911237778453876e-55,6.822195899052379e-11
0.0020694195325000045,-0.2811610585651307,2.582759097566393e-55,8.598771098581112e-11
0.002105725138333338,-0.17791799083745904,3.3296239788885614e-55,1.0638312066833016e-10
0.002142030744166671,-0.07462670364927272,4.2655590088423316e-55,1.2965889241977307e-10
0.0021783363500000046,0.028117153456629997,5.429215828582646e-55,1.560735216512511e-10
0.002214641955833338,0.12973058970886972,6.863602467769375e-55,1.8589078261104705e-10
0.002250947561666671,0.22964702528557157,8.614899670890535e-55,2.1937660175529212e-10
0.0022872531675000047,0.32731985497734295,1.0730167080291517e-54,2.5679523908549556e-10
0.002323558773333338,0.4222257998657557,1.3253406222788576e-54,2.984046949456999e-10
0.0023598643791666717,0.5138680256984454,1.6219243443287438e-54,3.444512551576017e-10
0.0023961699850000052,0.6017790089279526,1.9643224569752184e-54,3.951630831813199e-10
0.0024324755908333383,0.6855231337803748,2.3507354330766212e-54,4.5074276436716413e-10
0.002468781196666672,0.7646990062085838,2.7739042404121416e-54,5.113587044728547e-10
0.0025050868025000054,0.8389414731396392,3.218100323958835e-54,5.771352826437803e-10
0.0025413924083333385,0.9079233380234268,3.654885974413552e-54,6.481416581939984e-10
0.002577698014166672,0.9713567663059046,4.037217386105595e-54,7.243791310067687e-10
0.0026140036200000055,1.0289943770624437,4.2913311794018964e-54,8.057669574409797e-10
0.002650309225833339,1.0806300196119634,4.305687767979123e-54,8.921265275511727e-10
0.0026866148316666725,1.1260992364690003,3.916033253699217e-54,9.831638154930905e-10
0.0027229204375000056,1.165279416457617,2.885375545431482e-54,1.0784500235043031e-09
0.002759226043333339,1.1980896441883646,8.773384630287126e-55,1.1774003511517969e-09
0.0027955316491666726,1.2244902543688743,-2.5790536900318935e-54,1.2792508359763382e-09
0.0028318372550000057,1.2444821015629906,-8.135614298530631e-54,1.38303322960586e-09
0.0028681428608333392,1.258105558017142,-1.6685325212097705e-53,1.4875478952417877e-09
0.0029044484666666728,1.2654392540219537,-2.9440575073886725e-53,1.5913347385409483e-09
0.0029407540725000063,1.2665985769597519,-4.803401123270238e-53,1.6926422147289357e-09
0.00297705967833334,1.2617339466941742,-7.464776451345166e-53,1.7893944907014679e-09
0.003013365284166673,1.2510288862779604,-1.1217803402877911e-52,1.879156882311818e-09
0.0030496708900000064,1.2346979080824323,-1.6444342725468198e-52,1.9590997344129985e-09
0.00308597649583334,1.2129842363822896,-2.364470322831782e-52,2.025960964919152e-09
0.003122282101666673,1.1861573881591574,-3.3470392908510735e-52,2.0760075545480104e-09
0.0031585877075000065,1.1545106344156952,-4.676476706232986e-52,2.10499633135325e-09
0.00319489331333334,1.1183583646197193,-6.461310863828348e-52,2.1081344739619376e-09
0.0032311989191666736,1.0780333770272192,-8.840384233189856e-52,2.080040239858545e-09
0.003267504525000007,1.033884117568606,-1.1990270998424494e-51,2.0147045153027593e-09
0.00330381013083334,0.9862718897299315,-1.613417845971506e-51,1.9054538816585627e-09
0.0033401157366666737,0.9355680574276675,-2.1552512129911586e-51,1.7449159990833137e-09
0.003376421342500007,0.8821512622708636,-2.8595256136987405e-51,1.524988222610015e-09
0.0034127269483333403,0.8264046758384382,-3.76962615751282e-51,1.2368104874652271e-09
0.003449032554166674,0.7687133066834848,-4.938943135851274e-51,8.707436296723149e-10
0.0034853381600000073,0.7094613807233727,-6.432662132147251e-51,4.1635444411113225e-10
0.003521643765833341,0.6490298124975465,-8.32968173207428e-51,-1.3759107541938775e-10
0.0035579493716666744,0.5877937834884778,-1.072457615436604e-50,-8.031247218168584e-10
0.0035942549775000074,0.526120442319973,-1.372946411662515e-50,-1.5930615415553263e-09
0.003630560583333341,0.4643667401861562,-1.7475565712876018e-50,-2.520971883310762e-09
0.0036668661891666745,0.40287741333932076,-2.211411792957869e-50,-3.6011379722722057e-09
0.0037031717950000076,0.3419831228909738,-2.7816166169911033e-50,-4.848492797954995e-09
0.003739477400833341,0.281998760573162,-3.477054024984148e-50,-6.27853894978287e-09
0.0037757830066666746,0.22322192748175707,-4.317904140564174e-50,-7.907244886208397e-09
0.003812088612500008,0.1659315911946123,-5.324748977061048e-50,-9.750915982515364e-09
0.0038483942183333416,0.11038692503971553,-6.517078148335112e-50,-1.1826037572869933e-08
0.0038846998241666747,0.05682633169542328,-7.910944574203067e-50,-1.4149087087210007e-08
0.003921005430000008,0.005466651749614608,-9.515433047384859e-50,-1.6736312287120997e-08
0.003957311035833341,-0.04349744366055691,-1.1327492579266494e-49,-1.9603472531272394e-08
0.003993616641666675,-0.08989387845029953,-1.3324538900291444e-49,-2.2765539955015495e-08
0.004029922247500008,-0.13357341912387669,-1.5454047997710136e-49,-2.6236357435502005e-08
0.004066227853333342,-0.17440974923024316,-1.7619124933925027e-49,-3.0028250238707215e-08
0.004102533459166675,-0.2122993769218271,-1.9658732063889403e-49,-3.4151588313948694e-08
0.004138839065000009,-0.24716138290374468,-2.132088234859965e-49,-3.8614296321171063e-08
0.004175144670833342,-0.2789370170603817,-2.222662912548684e-49,-4.342130865305524e-08
0.004211450276666676,-0.30758915293744704,-2.182209270193308e-49,-4.85739669548562e-08
0.004247755882500009,-0.3331016100364343,-1.9315032346938143e-49,-5.406935795699924e-08
0.004284061488333342,-0.35547835454223586,-1.3591571964005744e-49,-5.989958982631397e-08
0.004320367094166676,-0.3747425896519329,-3.1075876632038775e-50,-6.605100571896128e-08
0.004356672700000009,-0.39093574710317885,1.4252068963292211e-49,-7.250333378929889e-08
0.004392978305833343,-0.40411639181487324,4.135494402869675e-49,-7.922877358182516e-08
0.004429283911666676,-0.4143590517528293,8.20532992783139e-49,-8.619101951552887e-08
0.00446558951750001,-0.4217529852217321,1.414799871330492e-48,-9.334422306883603e-08
0.004501895123333342,-0.42640089776567525,2.2642314116802547e-48,-1.0063189629592808e-07
0.004538200729166676,-0.42841762073762574,3.4579799307324306e-48,-1.0798576045808017e-07
0.004574506335000009,-0.4279287633787636,5.1123759562303345e-48,-1.1532454484277377e-07
0.004610811940833343,-0.42506934993791645,7.378280983591024e-48,-1.225527422738159e-07
0.004647117546666676,-0.41998245296600234,1.0450184315568445e-47,-1.2955932939170886e-07
0.00468342315250001,-0.4128178334477403,1.457738688531925e-47,-1.3621646150803738e-07
0.0047197287583333435,-0.4037305978905116,2.0077659555101116e-47,-1.4237815371226495e-07
0.004756034364166677,-0.39287988188609074,2.7353805017477114e-47,-1.4787896193402592e-07
0.0047923399700000105,-0.38042756900314717,3.691358624733339e-47,-1.525326798368893e-07
0.004828645575833343,-0.3665370531652043,4.939350335073258e-47,-1.5613106973666894e-07
0.004864951181666677,-0.35137205192843646,6.558689448089957e-47,-1.5844264819232892e-07
0.00490125678750001,-0.3350954773045387,8.647679103737092e-47,-1.5921154950142835e-07
0.004937562393333344,-0.31786836998407936,1.132738530643546e-46,-1.581564930330224e-07
0.004973867999166677,-0.2998489020132167,1.4745952101979766e-46,-1.5496988313399205e-07
0.005010173605000011,-0.2811914521691721,1.9083420914690803e-46,-1.4931707323149102e-07
0.005046479210833344,-0.26204575747485503,2.455698859663131e-46,-1.4083582870246522e-07
0.005082784816666677,-0.24255614349763047,3.1426567615481688e-46,-1.291360260649719e-07
0.00511909042250001,-0.2228608352981176,4.000040931450984e-46,-1.1379962903506668e-07
0.005155396028333344,-0.20309135013837032,5.064040664566571e-46,-9.438098495270138e-08
0.0051917016341666775,-0.1833719723305888,6.37664924359666e-46,-7.040748797114152e-08
0.005228007240000011,-0.16381930991290267,7.985927544572596e-46,-4.1380658182853974e-08
0.0052643128458333445,-0.14454193218243575,9.945968672330312e-46,-6.77768847170284e-09
0.005300618451666678,-0.1256400865019152,1.2316391456742667e-45,3.3946486717302474e-08
0.0053369240575000115,-0.10720549222801981,1.5161125190162435e-45,8.135654437252074e-08
0.005373229663333345,-0.0893212090903464,1.854616201300427e-45,1.3603348956780622e-07
0.005409535269166678,-0.0720615768815563,2.2535841266172295e-45,1.985706762846069e-07
0.005445840875000011,-0.0554922229035727,2.7187085004377073e-45,2.6956907201666926e-07
0.005482146480833345,-0.0396701332526454,3.2540817185160895e-45,3.496317054299495e-07
0.005518452086666678,-0.024643783718110348,3.8609560394644474e-45,4.3935723665269084e-07
0.005554757692500012,-0.010453325815608852,4.535990067518228e-45,5.393325908019898e-07
0.005591063298333345,0.002869176725263784,5.2688127783096233e-45,6.501245972035574e-07
0.005627368904166679,0.015299465847586425,6.03868766768854e-45,7.722705795235925e-07
0.0056636745100000115,0.02682076635486519,6.809999437395099e-45,9.06267845800621e-07
0.005699980115833345,0.03742342737634831,7.526210872548217e-45,1.052562032236957e-06
0.0057362857216666785,0.04710453308969975,8.101845196773775e-45,1.2115342606805386e-06
0.005772591327500012,0.05586748764058328,8.411935716590568e-45,1.3834870770939048e-06
0.0058088969333333455,0.06372157911773244,8.278245987755043e-45,1.5686291470616238e-06
0.005845202539166679,0.07068152732345663,7.451395538606254e-45,1.7670586946207823e-06
0.0058815081450000126,0.07676701992650824,5.587823360011227e-45,1.9787456824965694e-06
0.005917813750833346,0.08200224140018686,2.220278476835572e-45,2.2035127452654353e-06
0.00595411935666668,0.08641539893695445,-3.2797617968369405e-45,2.4410149021224078e-06
0.005990424962500012,0.09003824929520698,-1.1749685690273745e-44,2.6907180928574814e-06
0.006026730568333346,0.09290563027775105,-2.42956903054162e-44,2.9518765993969632e-06
0.006063036174166679,0.0950550002685205,-4.23678716152614e-44,3.223509435873512e-06
0.006099341780000013,0.0965259889676597,-6.785378359318359e-44,3.5043758126711413e-06
0.006135647385833346,0.09735996216875532,-1.0319438067375153e-43,3.7929498042477664e-06
0.00617195299166668,0.09759960311908615,-1.5152691297730856e-43,4.087394376746028e-06
0.006208258597500013,0.09728851269752847,-2.1686005371649176e-43,4.385534959417628e-06
0.006244564203333346,0.09647083033830489,-3.0428728586892936e-43,4.6848327736360106e-06
0.0062808698091666795,0.09519087732502167,-4.202453317534969e-43,4.982358164657175e-06
0.006317175415000013,0.09349282378113068,-5.728251296335028e-43,5.274764214178389e-06
0.0063534810208333466,0.09142038039257967,-7.721434789928727e-43,5.558260945976062e-06
0.00638978662666668,0.08901651561824062,-1.0307838943893044e-42,5.828590472278281e-06
0.006426092232500014,0.08632319887573542,-1.3643152915083522e-42,6.081003464808284e-06
0.006462397838333347,0.08338116993625176,-1.7918966918009982e-42,6.310237371346863e-06
0.006498703444166681,0.08022973452332678,-2.3369749209046367e-42,6.510496835887678e-06
0.006535009050000014,0.07690658588857285,-3.028079952017076e-42,6.675436817640493e-06
0.006571314655833347,0.07344765193286278,-3.899718659470409e-42,6.7981489408705e-06
0.00660762026166668,0.06988696725526293,-4.993361710663017e-42,6.871151643399798e-06
0.006643925867500014,0.0662565693444455,-6.358509369565401e-42,6.886384726047424e-06
0.006680231473333347,0.06258641797864649,-8.053809122418867e-42,6.835208937810123e-06
0.006716537079166681,0.05890433677048335,-1.014817999724203e-41,6.7084112616060615e-06
0.006752842685000014,0.05523597568194169,-1.2721873617796544e-41,6.496216592293763e-06
0.006789148290833348,0.051604793242259486,-1.5867368365439902e-41,6.1883065217733054e-06
0.0068254538966666806,0.04803205712681042,-1.9689947947378839e-41,5.773845964572158e-06
0.006861759502500014,0.0445368616978202,-2.430775597131209e-41,5.241518370674312e-06
0.006898065108333348,0.041136161067136974,-2.985103980485696e-41,4.579570279697398e-06
0.006934370714166681,0.037844816216516274,-3.6460195106936805e-41,3.7758659710601767e-06
0.006970676320000015,0.03467565470108627,-4.428209087295634e-41,2.8179529576929135e-06
0.007006981925833348,0.03163954146586821,-5.346398619286036e-41,1.693139055291709e-06
0.007043287531666682,0.028745459322413743,-6.414413512618172e-41,3.8858173426340156e-07
0.007079593137500015,0.026000597661702235,-7.643790419801678e-41,-1.1086095734902366e-06
0.007115898743333349,0.023410448019288117,-9.041788484344325e-41,-2.8112575867720436e-06
0.007152204349166681,0.020978905158135427,-1.0608605493385197e-40,-4.731987137851555e-06
0.007188509955000015,0.018708372392434152,-1.2333551061559925e-40,-6.883080487687119e-06
0.007224815560833348,0.01659986994075832,-1.4189863003867471e-40,-9.276317579122926e-06
0.007261121166666682,0.014653145167999272,-1.6127771835565567e-40,-1.1922800911171871e-05
0.007297426772500015,0.012866783651405197,-1.8065318868877794e-40,-1.4832764829680394e-05
0.007333732378333349,0.011238320085628641,-1.9876312216340258e-40,-1.8015369156972724e-05
0.0073700379841666825,0.00976434812382161,-2.13746582405472e-40,-2.1478477225917895e-05
0.007406343590000015,0.008440628335479042,-2.2294129204723892e-40,-2.5228418542568e-05
0.007442649195833349,0.007262193545943552,-2.2262416196863966e-40,-2.9269736476265363e-05
0.007478954801666682,0.006223450906358224,-2.076806450875162e-40,-3.360492156694889e-05
0.007515260407500016,0.005318280125589921,-1.711859089486837e-40,-3.823413124618294e-05
0.007551566013333349,0.004540127376536505,-1.0387732673313602e-40,-4.315489699088448e-05
0.007587871619166683,0.00388209446766524,6.506283230240618e-42,-4.8361820166341357e-05
0.007624177225000016,0.003337022946085774,1.7604793747087087e-40,-5.3846258067190514e-05
0.00766048283083335,0.002897572870505929,4.256729258669043e-40,-5.95960019306313e-05
0.007696788436666683,0.0025562960606985274,7.824071190509674e-40,-6.559494897411653e-05
0.007733094042500016,0.002305703694341114,1.2809206283411175e-39,-7.182277079867332e-05
0.007769399648333349,0.002138328182059348,1.9654117381349005e-39,-7.825458079717328e-05
0.007805705254166683,0.0020467793070456496,2.8918940342467892e-39,-8.486060351234135e-05
0.007842010860000016,0.002023794666621012,4.130958046030402e-39,-9.160584919982683e-05
0.007878316465833349,0.0020622844994844926,5.771087218476516e-39,-9.844979716473378e-05
0.007914622071666683,0.0021553710241128095,7.922616196982953e-39,-0.00010534609175280631
0.007950927677500016,0.002296422450826394,1.0722426608084212e-38,-0.00011224225518688173
0.00798723328333335,0.0024790818624551725,1.4339480859412202e-38,-0.00011907942174186494
0.008023538889166683,0.0026972911863768025,1.8981296727679997e-38,-0.0001257920980436652
0.008059844495000017,0.002945310504054863,2.4901462983296416e-38,-0.0001323079545553193
0.00809615010083335,0.0032177329632020408,3.240828678357858e-38,-0.00013854765357269392
0.008132455706666684,0.0035094955724963325,4.187464411221473e-38,-0.0001444247192882583
0.008168761312500017,0.0038158861695848103,5.374907131340649e-38,-0.00014984545568977456
0.00820506691833335,0.004132546860151619,6.856808380491668e-38,-0.00015470891823649415
0.008241372524166684,0.004455474229367763,8.696963099639076e-38,-0.00015890694539354223
0.008277678130000018,0.0047810166273695946,1.0970748619708358e-37,-0.0001623242562004522
0.008313983735833351,0.005105868827840913,1.3766621664675316e-37,-0.00016483862009702882
0.008350289341666685,0.0054270643536234306,1.7187616890869812e-37,-0.00016632110522357357
0.008386594947500018,0.005741965755880347,2.1352762270582313e-37,-0.00016663641134770908
0.008422900553333352,0.006048253124012609,2.6398289198399896e-37,-0.00016564329344136237
0.008459206159166684,0.006343911092590579,3.2478466102912318e-37,-0.00016319508173379807
0.008495511765000017,0.006627214599310176,3.976582057521119e-37,-0.00015914030379500678
0.00853181737083335,0.006896713634682961,4.845043290574503e-37,-0.00015332341385357372
0.008568122976666684,0.007151217210067144,5.87378789927004e-37,-0.0001455856341200254
0.008604428582500018,0.007389776755954583,7.084526746177283e-37,-0.00013576591236661912
0.008640734188333351,0.007611669147331751,8.499464804845916e-37,-0.00012370199940412005
0.008677039794166685,0.00781637953758747,1.0140285810948924e-36,-0.00010923164939237216
0.008713345400000018,0.008003584166980621,1.202666123662785e-36,-9.219394512211916e-05
0.008749651005833352,0.008173133296221975,1.4174131679472125e-36,-7.24307495089925e-05
0.008785956611666685,0.008325034400366927,1.659116882328479e-36,-4.978828354607759e-05
0.008822262217500019,0.008459435743052945,1.9275177193879527e-36,-2.4118829869098636e-05
0.008858567823333352,0.008576610436235178,2.2207135281377104e-36,4.717440100907874e-06
0.008894873429166686,0.008676941076063167,2.534450325707347e-36,3.6850518756432174e-05
0.00893117903500002,0.0087609050314887,2.8611937230194757e-36,7.239849933820336e-05
0.008967484640833353,0.008829060448688513,3.188924523280578e-36,0.00011146540356259377
0.009003790246666685,0.00888203302151389,3.49958950628635e-36,0.00015413890754246163
0.009040095852500018,0.008920503566027882,3.7671235644619665e-36,0.00020048797532064636
0.009076401458333352,0.0089451964258386,3.9549418312099726e-36,0.000250560411020074
0.009112707064166685,0.008956868724452284,4.0127798806300894e-36,0.00030438034235579913
0.009149012670000019,0.008956300471306416,3.872736109605157e-36,0.0003619456500412553
0.009185318275833352,0.008944285519536906,3.444342668536026e-36,0.00042322535944103775
0.009221623881666686,0.008921623365899986,2.6084594345950316e-36,0.00048815701266181433
0.00925792948750002,0.008889111776602532,1.2097492155295146e-36,0.0005566440411161617
0.009294235093333353,0.008847540217067075,-9.525485914938486e-37,0.0006285531604245877
0.009330540699166686,0.008797684058822872,-4.135874377012347e-36,0.0007037118113207375
0.00936684630500002,0.008740299532709621,-8.668013590737347e-36,0.0007819056719745348
0.009403151910833353,0.008676119394331246,-1.4963604406503582e-35,0.0008628762688273348
0.009439457516666687,0.008605849265122808,-2.3543979428441305e-35,0.0009463187146205545
0.00947576312250002,0.008530164610411933,-3.5060893450994583e-35,0.0010318796037722092
0.009512068728333354,0.008449708314388852,-5.032474987249663e-35,0.0011191550965910276
0.009548374334166687,0.00836508881087612,-7.033799625268947e-35,0.0012076892249913776
0.009584679940000021,0.008276878728151475,-9.633441057804218e-35,0.0012969724533596644
0.009620985545833353,0.008185614005779593,-1.2982503838725519e-34,0.0013864405289994517
0.009657291151666686,0.00809179344141832,-1.7265155937283309e-34,0.0014754736571235005
0.00969359675750002,0.007995878625862717,-2.270478502786077e-34,0.0015633960356416178
0.009729902363333353,0.007898294225165749,-2.957104555920292e-34,0.0016494757849894648
0.009766207969166687,0.007799428569524203,-3.8187856151469535e-34,0.0017329253079318015
0.00980251357500002,0.007699634509741569,-4.89423869979854e-34,0.001812902113631539
0.009838819180833354,0.007599230503473529,-6.229504601115308e-34,0.0018885101392821923
0.009875124786666687,0.007498501895118763,-7.879042692357216e-34,0.001958801601236238
0.009911430392500021,0.007397702355122287,-9.906911802316032e-34,0.0020227794058077335
0.009947735998333354,0.007297055446584862,-1.2388018117706197e-33,0.0020794001477688465
0.009984041604166688,0.007196756289384176,-1.540939905002347e-33,0.0021275777219836645
0.010020347210000021,0.007096973294465941,-1.9071496011553035e-33,0.002166187570618763
0.010056652815833355,0.006997849943502686,-2.348934807471698e-33,0.002194071584931539
0.010092958421666689,0.0068995065916872735,-2.879361130088487e-33,0.0022100436767609035
0.010129264027500022,0.006802042273968709,-3.513127362234851e-33,0.002212896030530945
0.010165569633333354,0.006705536497494519,-4.2665890744071e-33,0.00220140604183114
0.010201875239166687,0.00661005100534877,-5.157711244580897e-33,0.0021743439434654182
0.01023818084500002,0.00651563149882987,-6.205919834581366e-33,0.0021304811142803734
0.010274486450833354,0.0064223093074724956,-7.431813459772755e-33,0.002068599060108379
0.010310792056666688,0.006330102997771814,-8.856685455558484e-33,0.0019874990498176255
0.010347097662500021,0.006239019913117999,-1.0501793296816835e-32,0.0018860123827765282
0.010383403268333355,0.006149057638809414,-1.238729598739e-32,0.0017630112570482766
0.010419708874166688,0.006060205387208227,-1.4530760141280707e-32,0.0016174202003714582
0.010456014480000022,0.005972445299163757,-1.6945111375733312e-32,0.0014482280184990707
0.010492320085833355,0.0058857536587902945,-1.9635878587082126e-32,0.0012545002078104427
0.010528625691666689,0.005800102019580418,-2.259754384245624e-32,0.001035391771333456
0.010564931297500023,0.005715458240689971,-2.580876904945696e-32,0.0007901603694779279
0.010601236903333356,0.005631787433067617,-2.9226221210357515e-32,0.0005181797289497839
0.01063754250916669,0.005549052815931333,-3.277665976983176e-32,0.00021895322555909986
0.010673848115000023,0.005467216484917292,-3.634688106804929e-32,-0.00010787245097323915
0.010710153720833357,0.005386240094034119,-3.977103486873003e-32,-0.00046249364948819637
0.01074645932666669,0.005306085454330285,-4.2814734932715573e-32,-0.0008449362334947421
0.010782764932500022,0.005226715052900646,-4.515527820726187e-32,-0.0012550422939498831
0.010819070538333355,0.0051480924964937445,-4.635716397119797e-32,-0.001692457217963177
0.010855376144166689,0.005070182884508345,-4.584196387286041e-32,-0.0021566172383231867
0.010891681750000022,0.00499295311656375,-4.285143505673439e-32,-0.002646737593738426
0.010927987355833356,0.0049163721400780815,-3.6402590635982323e-32,-0.003161801433940291
0.01096429296166669,0.004840411143385345,-2.5233244241162465e-32,-0.003700549607222542
0.011000598567500023,0.004765043699868779,-7.736328553769075e-33,-0.004261471470505055
0.011036904173333357,0.004690245868398262,1.811894713209384e-32,-0.004842796863525209
0.01107320977916669,0.004615996255055632,5.488128562906943e-32,-0.005442489389198384
0.011109515385000024,0.004542276040743553,1.0572928370720365e-31,-0.006058241141474006
0.011145820990833357,0.004469068978834936,1.746039200710218e-31,-0.006687469020075221
0.01118212659666669,0.004396361366566583,2.6636452366199996e-31,-0.007327312768285008
0.011218432202500024,0.004324141993446258,3.86971439415829e-31,-0.007974634865373175
0.011254737808333358,0.004252402069555421,5.436988151297156e-31,-0.008626022399299525
0.011291043414166691,0.004181135136311808,7.4538107905888095e-31,-0.00927779103794044
0.011327349020000023,0.004110336962018914,1.002696731597953e-30,-0.009925991208241454
0.011363654625833356,0.004040005424375627,1.3284929949594653e-30,-0.010566416582380691
0.01139996023166669,0.003970140382041334,1.738154599773658e-30,-0.01119461495823327
0.011436265837500023,0.00390074353733419,2.2500194707009847e-30,-0.011805901608163784
0.011472571443333357,0.003831818292160876,2.885843221252591e-30,-0.012395375155465349
0.01150887704916669,0.003763369599309592,3.671313077411594e-30,-0.01295793602164667
0.011545182655000024,0.0036954038112580667,4.6366099921722644e-30,-0.013488307470294733
0.011581488260833358,0.003627928528631232,5.817015131306437e-30,-0.013981059254477637
0.011617793866666691,0.003560952450370121,7.253553412262426e-30,-0.014430633854682396
0.011654099472500025,0.0034944852275327993,8.993662129692737e-30,-0.014831375273204963
0.011690405078333358,0.0034285373224362467,1.1091866620896336e-29,-0.015177560328838706
0.011726710684166692,0.00336311987457026,1.3610437074042807e-29,-0.015463432372773134
0.011763016290000025,0.0032982445743838067,1.6619990557135237e-29,-0.015683237322962354
0.011799321895833359,0.0032339235456804926,2.0199989665740397e-29,-0.01583126189001281
0.011835627501666692,0.003170169236986977,2.443907328430797e-29,-0.01590187384304708
0.011871933107500026,0.003106994321902122,2.9435135160801417e-29,-0.01588956413921284
0.01190823871333336,0.0030444116081202433,3.5295041524701234e-29,-0.01578899071572435
0.011944544319166691,0.002982433954570291,4.2133848922807684e-29,-0.015595023718759855
0.011980849925000025,0.002921074195939591,5.007334675002939e-29,-0.015302791919414081
0.012017155530833358,0.0028603450737640177,5.923970439762423e-29,-0.01490773004345117
0.012053461136666692,0.002800259173266021,6.975994913691612e-29,-0.014405626719057266
